Title,Genre,User Rating,Number of Votes,Year,Runtime,Summary,genres_clean,era,rating_norm,popularity,feature_str,cluster,cluster_label
Young GTO,"Animation, Action, Comedy",6.6,205.0,1994.0,,"Eikichi Onizuka and Ryuji Danma are members of infamous biker duo, the Oni Baku. When not out riding around, they can be found at school, trying to pick up young women. This is the story of the young Onizuka, who will later become the greatest teacher in Japan, and his partner Ryuji in their quest to lose their virginity and reach maturity. They are widely feared bosozoku, and are known for their tenacity and viciousness in a fight. However, this lifestyle does not exactly endear them to the opposite gender, so they decide to change their ways; this is easier said than done. The series is considered the prequel to GTO, showing Onizuka as a teenager before he became the world's greatest teacher.",animation  action  comedy,nineties,0.597560975609756,0.4691140927409924,animation  action  comedy nineties,7,Animation & Comedy
Kureyon Shinchan: Bakusui! Yumemî wârudo daitotsugeki!,"Animation, Comedy",6.4,307.0,2016.0,97 min,"During his sleep, Shinnosuke enters a fantasy world where he could find all his favorite things, starting from chocolates, cakes and candies to young and beautiful girls in voluptuous and salacious clothes. But it soon turns out to be a nightmare world where Shinnosuke, his friends and family get trapped and are unable to escape. They also meet a mysterious girl named Saki who is somehow connected to these dreams. Now it is up to Shinnosuke and the Kasukabe Defense Group to save their dreams and escape from the nightmare world.",animation  comedy,twenty-tens,0.573170731707317,0.6042730722853453,animation  comedy twenty-tens,3,Animation & Comedy
Maoyu ~ Archenemy & Hero,"Animation, Fantasy, Romance",6.9,774.0,2013.0,23 min,"After a long and treacherous journey, our Hero finally arrives at the Dark Lady's castle only to find himself being asked for help. The Hero explains how the war that the demons have brought upon the humans have killed thousands and put more in misery. The queen of demons however argues that this war has made the human society band together as one and showed empirical evidence how it has increased population, increased production, boosted economy and improved society overall. Furthermore, she explains to the Hero that ending this war will result in a civil war that will produce more bloodshed than there ever was. The Hero, convinced that the only way to bring peace, relatively speaking, is to join forces with the Dark Lady, agrees to help with her plans! (Source: MU)",animation  fantasy  romance,twenty-tens,0.6341463414634145,0.9143486977424642,animation  fantasy  romance twenty-tens,0,Animation & Drama
Pokémon: Mega Evolution,"Animation, Fantasy",7.6,335.0,2014.0,,"Mega Evolution. A new evolutionary form introduced in the Kalos Region. Is it really possible for all Pokémon to undergo Mega Evolution? This story revolves around a young trainer named Alan and his partner Lizadon (Charizard). Alan's objective on his journey is to ""defeat all Mega Evolution Pokémon and stand at the top of the strongest summit."" Along their journey Alan and Charizard meet and battle with Mega Absol and Mega Gaburias (Mega Garchomp). Additionally, Alan will battle with Zumi (Siebold), one of the Kalos Elite Four. Does Siebold also have a Mega Evolution Pokémon? Why is Alan so obsessed with Mega Evolution? And what is the real purpose of his journey?",animation  fantasy,twenty-tens,0.7195121951219511,0.6335114573725216,animation  fantasy twenty-tens,0,Animation & Drama
Dragon Quest: Dai's Great Adventure,"Animation, Action, Adventure",7.8,896.0,1991.0,30 min,"The story begins with a young boy named Dai .Dai, the young protagonist of the series, is the only human living on the island. Having been raised by Brass and with his best friend, the monster Gome, Dai grows up dreaming of becoming a hero.",animation  action  adventure,nineties,0.7439024390243901,0.9634737947988694,animation  action  adventure nineties,1,Animation & Adventure
Nanatsu no Taizai OVA,"Animation, Short, Action",8.0,766.0,2015.0,24 min,"After 700 hundred years of guarding the fairy forest, the holy saint sworn to protect the Fountain of Youth gets a persistent visitor that doesn't seem to act much like any of the other humans or theives that have come before him. As an OVA of the running series ""7 Deadly Sins"" on Netflix, Bon's backstory is extended to show how his relationship grew with the holy saint of the Fairy Forest Elain.",animation  short  action,twenty-tens,0.7682926829268292,0.9108619795671405,animation  short  action twenty-tens,0,Animation & Drama
Riddle Story of Devil,"Animation, Action, Thriller",6.3,544.0,2014.0,24 min,"Tokaku Azuma is a heartless teenage assassin on a mission of death. She's been sent to a prestigious, all-girls boarding school to compete in an assassination game against eleven other beautiful killers. There heinous mission: send the innocent and cheerful Haru Ichinose to an early grave.",animation  action  thriller,twenty-tens,0.5609756097560974,0.7960403784806713,animation  action  thriller twenty-tens,0,Animation & Drama
Penguin's Memory: A Tale of Happiness,"Animation, Drama, Romance",7.0,163.0,1985.0,102 min,"Returning from the Delta War, Mike Davis is left traumatized and adrift in life. Leaving his home town, he eventually winds up in Lake City and takes a quiet job in the local library. There, he meets Jill, a young woman with dreams of being a professional singer. She's already involved with a young surgeon practicing at her father's hospital, but she finds herself attracted to the withdrawn Mike. As she falls in love with him, she tries to break through the wall of sadness Mike has built around himself, but outside forces are conspiring to keep the two lovers apart.",animation  drama  romance,classic,0.646341463414634,0.39249610506372945,animation  drama  romance classic,0,Animation & Drama
Conan the Future Boy: The Big Giant Robot's Resurrection,"Animation, Adventure, Family",8.3,725.0,1984.0,49 min,"In the future, some humans build a spaceship to abandon earth. The spaceship crashed in an island isolated from the rest of the world. The story takes place when there are only 2 survivors in the island: Conan a boy born in the island and his grandfather. Then the world discover them.",animation  adventure  family,classic,0.8048780487804877,0.8924016014424284,animation  adventure  family classic,0,Animation & Drama
Love Lab,"Animation, Comedy, Romance",6.8,206.0,2013.0,25 min,,animation  comedy  romance,twenty-tens,0.621951219512195,0.47074135717645277,animation  comedy  romance twenty-tens,2,Animation & Comedy
Pokémon: The Uncut Story of Mewtwo's Origin,"Animation, Short, Drama",7.6,441.0,1999.0,10 min,"The tragic story of how Dr. Fuji became a Team Rocket scientist and created Mewtwo. This is a prologue to the ""Mewtwo Returns"" special (internationally); originally a prologue to the ""Mewtwo Strikes Back"" movie (Japan only).",animation  short  drama,nineties,0.7195121951219511,0.7256503029461374,animation  short  drama nineties,0,Animation & Drama
Transformers: The Headmasters,"Animation, Action, Adventure",6.9,782.0,1987.0,30 min,With the aid of the Headmasters the mighty Cybertrons (Autobots) continue to wage war against their evil counterparts the Destrons (Decepticons). But with Convoy (Optimus Prime) now gone can the Cybertrons win?,animation  action  adventure,classic,0.6341463414634145,0.9177996081664956,animation  action  adventure classic,9,Animation & Adventure
Queen's Blade 2: The Evil Eye,"Animation, Action, Adventure",6.6,347.0,2009.0,24 min,The sequel that follows,animation  action  adventure,two-thousands,0.597560975609756,0.6453031742417012,animation  action  adventure two-thousands,4,Animation & Action
Gatchaman,"Animation, Action, Adventure",7.8,802.0,1972.0,25 min,"A team of bird-themed superhero ninjas battle the menace of Galactor, a technologically advanced international terrorist organization determined to conquer the world.",animation  action  adventure,classic,0.7439024390243901,0.9262749489688816,animation  action  adventure classic,9,Animation & Adventure
Sky Wizards Academy,"Animation, Action, Fantasy",6.5,550.0,2015.0,24 min,"Forced to retreat to floating cities due to an invasion of magical armored insects, humanity must now depend on Sky Wizards to battle the menace via mid-air battles.",animation  action  fantasy,twenty-tens,0.5853658536585364,0.7997195697893231,animation  action  fantasy twenty-tens,0,Animation & Drama
Ashita no Nadja,"Animation, Adventure, Comedy",7.2,119.0,2002.0,25 min,"Nadja is a bright, cheerful girl who was raised in an orphanage near London. Before her thirteenth birthday, she found out that her mother might be alive and she sets out on a journey to find her mother.",animation  adventure  comedy,two-thousands,0.6707317073170731,0.2875290116934411,animation  adventure  comedy two-thousands,0,Animation & Drama
The Master of Ragnarok and Blesser of Einherjar,"Animation, Adventure, Fantasy",5.3,362.0,2018.0,23 min,Suou Yuuto was transported into another world called Yggdrasil. after one year he became the wolf clan leader. now he must wage war against neighboring clans and simultaneously search for a way Back home.,animation  adventure  fantasy,twenty-tens,0.43902439024390233,0.6594837361187075,animation  adventure  fantasy twenty-tens,0,Animation & Drama
Akebi's Sailor Uniform,"Animation, Comedy, Drama",7.3,566.0,2022.0,24 min,Komichi Akebi is starting junior high at the prestigious Robai Academy in the countryside. It's been her dream to wear a sailor-style school uniform and tomorrow her dream will come true.,animation  comedy  drama,recent,0.6829268292682925,0.8093382429359923,animation  comedy  drama recent,8,Animation & Action
Koi Kaze,"Animation, Drama, Romance",7.4,456.0,2004.0,25 min,"Koshiro and Nanoka fall deeply in love, then discover they are the children of their divorced estranged parents... making them brother and sister. How will their relationship turn out?",animation  drama  romance,two-thousands,0.6951219512195121,0.7368647847328537,animation  drama  romance two-thousands,0,Animation & Drama
Rick and Morty: Samurai & Shogun,"Animation, Action, History",6.3,275.0,2020.0,6 min,"Drunken life, dreamy death. A Rick and Morty anime.",animation  action  history,recent,0.5609756097560974,0.5674110055377765,animation  action  history recent,0,Animation & Drama
Mobile Suit Gundam: Cucuruz Doan's Island,"Animation, Action, Drama",6.7,314.0,2022.0,109 min,"After Jaburo, the EFF plan an operation to capture Odessa, headquarters of Zeon's Attack Force. White Base heads to Belfast to resupply. However, White Base receives new orders; to head to an island known as the ""Island of No Return"".",animation  action  drama,recent,0.6097560975609755,0.6118246136600947,animation  action  drama recent,8,Animation & Action
YuruYuri,"Animation, Comedy, Drama",7.6,697.0,2011.0,25 min,"A Comedy Series that revolves around the daily lives of the Amusement Club, consisting of Akari Akaza, her childhood friends, Kyoko Toshino and Yui Funami, and her classmate Chinatsu Yoshikawa",animation  comedy  drama,twenty-tens,0.7195121951219511,0.8791852567241043,animation  comedy  drama twenty-tens,2,Animation & Comedy
Just Because!,"Animation, Drama, Romance",6.9,823.0,2017.0,23 min,"Four high school students are ready for their university life, but with a new transfer student, it all changes.",animation  drama  romance,twenty-tens,0.6341463414634145,0.9349498233884344,animation  drama  romance twenty-tens,0,Animation & Drama
The Fantastic Adventures of Unico,"Animation, Adventure, Family",7.4,875.0,1981.0,90 min,"When Unico, a young unicorn, is taken from his family by evil gods, his powers of joy and happiness are put to the test. Can Unico's power triumph the darkness?",animation  adventure  family,classic,0.6951219512195121,0.9555133340560579,animation  adventure  family classic,0,Animation & Drama
Jashin-chan Dropkick,"Animation, Comedy, Fantasy",6.6,207.0,2018.0,24 min,"Yurine is a delusional gothic lolita who summons a demon girl with the tail of a cobra, Jashin-chan. They'll have to live together - until Yurine finds a way to send Jashin-chan back to hell, or until Jashin-chan kills Yurine.",animation  comedy  fantasy,twenty-tens,0.597560975609756,0.47236077934324,animation  comedy  fantasy twenty-tens,2,Animation & Comedy
Tada Never Falls in Love,"Animation, Comedy, Romance",7.2,988.0,2018.0,23 min,"Mitsuyoshi Tada is a quiet but friendly soul, but he has never known love. Then one day, he meets transfer student Teresa Wagner and his life changes forever.",animation  comedy  romance,twenty-tens,0.6707317073170731,0.9962831959507734,animation  comedy  romance twenty-tens,2,Animation & Comedy
Weather Report Girl,"Animation, Comedy",6.2,94.0,1994.0,45 min,Weather reporter Keiko Nakadai becomes a sensation by flashing her lingerie when on air. Behind the scenes she wages a war with envious and vicious competitors out to bring her down.,animation  comedy,nineties,0.548780487804878,0.20902754191734188,animation  comedy nineties,7,Animation & Comedy
Orange: Mirai,"Animation, Drama, Romance",7.2,854.0,2016.0,63 min,"The film retells the main story from the viewpoint of Hiroto Suwa, as he continues to support Kakeru and Naho's relationship. The film also features an original story which takes place after the events in the manga and anime series.",animation  drama  romance,twenty-tens,0.6707317073170731,0.9473597064895782,animation  drama  romance twenty-tens,0,Animation & Drama
Hello! Sandy Bell,"Animation, Adventure, Romance",7.7,934.0,1981.0,24 min,"Hello! Sandybell is the story of a girl who lives in Scotland with her father. She spends her time playing with her faithful dog (Oliver) and her friends. One day she meets the Countess of Wellington, a kind-hearted woman living in the castle near their village. She also meets Kitty, an arrogant young lady who lives in the large mansion outside their village. Kitty hates Sandybell and continues to visit the Countess in the hope of winning the love and interest of her son, Marc, who falls in love with Sandybell. The Countess gives Sandybell a white lily and she plants it outside the village. She also brings other flowers and plants them around the lily, making a small garden of flowers around it. Sandybell treasures the lily because it reminds her of her deceased mother. Sandybell's goal throughout the series is to find her mother someday. In the final episodes, they finally reunite. However, upon their meeting Sandybell finds that her mother suffers from amnesia, and Sandybell fails to convince her that she was her daughter. Later, when a young child falls into the water and Sandy saves his life, flashbacks strike her mother and she remembers the past.",animation  adventure  romance,classic,0.7317073170731706,0.9774158808566045,animation  adventure  romance classic,0,Animation & Drama
Infinite Dendrogram,"Animation, Adventure, Fantasy",6.1,475.0,2020.0,24 min,"In the year 2043, Infinite Dendrogram, the world's first successful full-dive VRMMO was released. In addition to its ability to perfectly simulate the five senses, along with its many other amazing features, the game promised to offer players a world full of infinite possibilities. Nearly two years later, soon-to-be college freshman, Reiji Mukudori, is finally able to buy a copy of the game and start playing. With some help from his experienced older brother, Shu, and his partner Embryo, Reiji embarks on an adventure into the world of Infinite Dendrogram.",animation  adventure  fantasy,recent,0.5365853658536583,0.750552764013022,animation  adventure  fantasy recent,8,Animation & Action
Medaka Box,"Animation, Action, Comedy",6.4,283.0,2012.0,24 min,"Elected as student council president with 98% of votes, Medaka is a brilliant students who will help students any way she can. This leads to the introduction of a suggestions box, which will later be given the nickname of 'Medaka Box'. Some of the suggestions therein, however, will provide some tough challenges for her and her student council friends.",animation  action  comedy,twenty-tens,0.573170731707317,0.5770125001429958,animation  action  comedy twenty-tens,3,Animation & Comedy
Kite Liberator,"Animation, Action, Crime",5.5,837.0,2007.0,58 min,"A teenage assassin is cleaning up the streets of Tokyo. The police call her the Angel of Death, an unfeeling assassin who eliminates targets with grace and precision, leaving only a flurry of feathers across the bloody crime scene as a calling card. What the public is unaware of is that this notorious hitman is actually a polite young lady named Monaka. Could the placid face of an innocent high school girl really disguise such a ruthless killer? Monaka seems to be just an average high school girl. But she has a dark and terrible secret linking her past to a murderous police detective and her future to a fatal duel with the one person she loves most in the world.",animation  action  crime,two-thousands,0.4634146341463414,0.9406111032489298,animation  action  crime two-thousands,0,Animation & Drama
Zipang,"Animation, Drama, Sci-Fi",7.4,150.0,2004.0,24 min,"The story of Zipang is basically the same as that of the movie The Final Countdown, only with a few twists. The Japanese AEGIS Destroyer ""Mirai"" of the Japanese Maritime Self Defense Force is on its way to Pearl Harbor for training missions when it's suddenly engulfed in a strange electrical storm. When they clear a fog bank they almost run into an enormous battleship, which turns out to be the ""Yamato"", Japan's largest battleship in World War 2. With horror, the crew realizes they have been transported back in time to 1942, right before the Battle of Midway. Although they try to avoid getting mixed up with the ongoing battle, thing are going haywire when the ship's XO rescues Imperial Japanese Navy Lt. Commander Kusaku from a sinking plane and the ""Mirai"" is subsequently discovered by an American submarine. The question for the crew of the ""Mirai"" is simple: do they have to stay neutral to let history go by unchanged? Or do they have to act when it becomes clear that rescuing Kusaku might have a devastating effect on the course of the war... for the Allies. Also, they have to watch out for the Imperial Japanese Navy too. Admiral Yamamoto wants the Mirai at his side, but others in the IJN believe they're better off with the ""Mirai"" on the bottom of the Pacific",animation  drama  sci fi,two-thousands,0.6951219512195121,0.3647445783725236,animation  drama  sci fi two-thousands,0,Animation & Drama
In the Land of Leadale,"Animation, Adventure, Comedy",6.5,626.0,2022.0,23 min,"New beginnings in familiar lands. After a horrific accident put her on life support, the last vestige of freedom Keina Kagami had was in the VRMMORPG World of Leadale. When she wakes up in the body of her game avatar, though, Keina - now Cayna - finds that the worries of her old life appear to be a thing of the past, but somehow this new land doesn't seem to be quite the Leadale she remembers.",animation  adventure  comedy,recent,0.5853658536585364,0.8431385167535055,animation  adventure  comedy recent,8,Animation & Action
Didn't I Say to Make My Abilities Average in the Next Life?!,"Animation, Action, Adventure",6.5,752.0,2019.0,23 min,"When she turns ten years old, Adele von Ascham is hit with a horrible headache-and memories of her previous life as an eighteen-year-old Japanese girl named Kurihara Misato. That life changed abruptly, however, when Misato died trying to aid a little girl and met god. During that meeting, she made an odd request and asked for average abilities in her next life. But few things-especially wishes-ever go quite as planned.",animation  action  adventure,twenty-tens,0.5853658536585364,0.9046717883472214,animation  action  adventure twenty-tens,5,Animation & Action
Ultimate Muscle: The Kinnikuman Legacy,"Comedy, Action, Animation",7.4,479.0,2002.0,30 min,"Bulging Biceps! The world of wrestling will never be the same! There's a new kid in town...Kid Muscle! A superhero wrestler, Born as Mantaro Kinnikuman, He's The Son Of The Legendary King Muscle (Suguru Kinnikuman), He's The Only Person Standing Between The Earth And The Ultimate Evils! Along With His Trainer Meat, The Kinniku-Buster (His Dad's Finisher Attack) And The Gift Of All Men In His Family, The Power Of Ultimate Muscle, He's Unstoppable! [Despite of his Lazyness]. Now Kid Muscle and the new members of the Muscle League must take on the diabolical dMp and save the planet!",comedy  action  animation,two-thousands,0.6951219512195121,0.753364742340883,comedy  action  animation two-thousands,0,Animation & Drama
Doraemon: Nobita and the Robot Kingdom,"Animation, Adventure, Family",6.7,458.0,2002.0,80 min,"Doraemon and friends travels into another world via the time machine; where humans and robots are living together. However they soon find out that the Empress of Robot Kingdom was trying to capture robots there and turn them emotionless. As the situation goes tense, our heroes sets out to stop the Empress and her plan.",animation  adventure  family,two-thousands,0.6097560975609755,0.7383321645722365,animation  adventure  family two-thousands,0,Animation & Drama
Lunar Legend Tsukihime,"Animation, Action, Drama",6.9,604.0,2003.0,25 min,"Shiki Tohno is a boy who, after an accident as a child, is able to see strange lines coming from objects and people. He has to wear special glasses to stop seeing them. If he cuts some of these lines, he destroys people connected to them. One day he meets a woman called Arcueid and together they start a journey that's going to reveal some secrets of his past.",animation  action  drama,two-thousands,0.6341463414634145,0.8311361891289281,animation  action  drama two-thousands,6,Animation & Drama
Golgo 13,"Animation, Action, Adventure",7.4,503.0,2008.0,"1,250 min","Duke Togo, a.k.a. Golgo 13, is a highly-skilled assassin hired only by those who pay top-dollar for his services - whether it's the FBI, CIA, industrial corporations or mafias. Regardless of who the target is or what situations he encounters, Golgo 13 always gets the job done.",animation  action  adventure,two-thousands,0.6951219512195121,0.7697596743349189,animation  action  adventure two-thousands,4,Animation & Action
Kämpfer,"Animation, Action, Comedy",6.1,427.0,2009.0,24 min,"The plot revolves around Natsuru, a normal high school boy with blue hair. One day he wakes up and found himself turned into a girl. A stuffed tiger ""Harakiri Tora"" comes to life and tells him that he has been chosen as one of the ""Kampfer"", a female fighter. The Kampfer are destined to fight with other Kampfer. The story starts when he is attacked by an unknown girl who happens to also be a Kampfer.",animation  action  comedy,two-thousands,0.5365853658536583,0.7148346284101565,animation  action  comedy two-thousands,4,Animation & Action
Bungo Stray Dogs Wan!,"Animation, Comedy",7.6,490.0,2021.0,,"Atsushi Nakajima has finally grown accustomed to the crazy lifestyle that comes with being part of the Armed Detective Agency. But even during peaceful periods of time, there is bound to be chaos. As Atsushi, his friends, and the agency's rival group-the Port Mafia-go about their days roaming the streets of Yokohama, there are no limits to the strange situations they are unwillingly thrown into.",animation  comedy,recent,0.7195121951219511,0.7609785056303061,animation  comedy recent,8,Animation & Action
Kimagure Orange Road,"Animation, Comedy, Drama",7.6,893.0,1985.0,25 min,"Kyousuke Kasuga is a completely normal Japanese high school student, with two very big problems. The first is his complete and utter inability to choose between two girls, the bright, bubbly, and overbearing Hikaru, and the moody, beautiful, Madoka. The second problem... well... he has telekinesis, and doesn't want anybody to know about it.",animation  comedy  drama,classic,0.7195121951219511,0.962348066947912,animation  comedy  drama classic,2,Animation & Comedy
Resident Evil 4: Incubate,Animation,5.9,235.0,2006.0,72 min,"A special CGI film made-for DVD summarizing the story of the Resident Evil 4 game, excluding a couple of scenes for narrative consistency. Leon S. Kennedy, now a federal agent, is hired to rescue the president's daughter from a sinister cult.",animation,two-thousands,0.5121951219512194,0.5147991903060479,animation two-thousands,0,Animation & Drama
My Little Goat,"Animation, Short, Fantasy",8.0,321.0,2018.0,11 min,"The mother goat rescues her little goats from the wolf's belly. But, she can't find Toruku, her eldest son! Where is Toruku?!",animation  short  fantasy,twenty-tens,0.7682926829268292,0.6192101735796356,animation  short  fantasy twenty-tens,0,Animation & Drama
The Seven Heavenly Virtues,Animation,5.9,72.0,2018.0,,"A group of angels sent from Heaven look for a potential ""Savior"" to counter-attack the demonic influence being spread by Lucifer and the other emissaries of Hell.",animation,twenty-tens,0.5121951219512194,0.12051152112249768,animation twenty-tens,0,Animation & Drama
Handa-kun,"Animation, Comedy",7.2,916.0,2016.0,24 min,The school years of renowned calligrapher Sei Handa.,animation  comedy,twenty-tens,0.6707317073170731,0.9708837852283805,animation  comedy twenty-tens,3,Animation & Comedy
Love of Kill,"Animation, Action, Mystery",6.7,748.0,2022.0,24 min,"Two assassins are romantically drawn to each other, even though their profession makes them rivals and targets to each other.",animation  action  mystery,recent,0.6097560975609755,0.9028820134144128,animation  action  mystery recent,8,Animation & Action
Mickey Mouse Works,"Animation, Short, Comedy",7.1,433.0,1999.0,30 min,The continuing adventures of Mickey and friends.,animation  short  comedy,nineties,0.6585365853658535,0.719512608125206,animation  short  comedy nineties,0,Animation & Drama
Doomed Megalopolis,"Animation, Fantasy, Horror",6.1,339.0,1991.0,47 min,"The plot concerns a spiritual battle being waged within the capital of Tokyo during the turn of the 20th century. In 1908, Japan is undergoing an enormous process of industrial renovation ...",animation  fantasy  horror,nineties,0.5365853658536583,0.6374881836576624,animation  fantasy  horror nineties,0,Animation & Drama
Restaurant to Another World,"Animation, Fantasy, Sci-Fi",7.2,647.0,2017.0,23 min,"A chef runs a restaurant that serves as a Portal between our World & a Fantasy land every 7 Days, where he serves Western Style Food to Elves, Demons, Dragons & more.",animation  fantasy  sci fi,twenty-tens,0.6707317073170731,0.854208723255457,animation  fantasy  sci fi twenty-tens,0,Animation & Drama
Doraemon: Nobita's Diary on the Creation of the World,"Animation, Adventure, Comedy",6.8,279.0,1995.0,97 min,"Nobita has to make a diary and record some multilevel process as a school project for holidays. He with the help of Doraemon, creates a new world and embarks an adventurous journey with his friends.",animation  adventure  comedy,nineties,0.621951219512195,0.5722460450590209,animation  adventure  comedy nineties,7,Animation & Comedy
Mezzo DSA,"Animation, Action, Comedy",6.4,322.0,2003.0,22 min,Mikura and her friends are back for more danger then ever in these 13 action packed episodes.,animation  action  comedy,two-thousands,0.573170731707317,0.6202521261950635,animation  action  comedy two-thousands,4,Animation & Action
Doraemon: Nobita and the Winged Braves,"Animation, Action, Adventure",6.9,488.0,2001.0,95 min,"Doraemon, Nobita and friends help the humanoid birds of Birdopia to stop Seagrid from awakening Phoenicia a Dragon like Monster Which can bring an End to Both Birdopia and Human World.",animation  action  adventure,two-thousands,0.6341463414634145,0.7596069549537703,animation  action  adventure two-thousands,4,Animation & Action
Beyblade Burst QuadDrive,"Animation, Action, Adventure",8.8,96.0,2021.0,,A tenacious boy hijacks the World Beyblade Battle Association's broadcast to challenge every Beyblader to battle him in the Dynamite Battle System.,animation  action  adventure,recent,0.8658536585365854,0.2160284086646592,animation  action  adventure recent,8,Animation & Action
Fairy gone,"Animation, Action, Fantasy",5.8,405.0,2019.0,23 min,"Able to summon fairies as alter-ego weapons, soldiers go rogue in search of purpose beyond the battlefield. Who will maintain the peace?",animation  action  fantasy,twenty-tens,0.4999999999999999,0.6971023422835602,animation  action  fantasy twenty-tens,0,Animation & Drama
Phoenix,"Animation, Action, Drama",7.5,78.0,2004.0,25 min,"Throughout history, from the distant past to the far future, men seek to capture the Phoenix, the source of eternal life. But what does success truly mean?",animation  action  drama,two-thousands,0.7073170731707316,0.1470539534740008,animation  action  drama two-thousands,6,Animation & Drama
Deltora Quest,"Animation, Adventure, Family",7.1,280.0,2007.0,,"Leif must restore the seven gems and the belt of Deltora to save his homeland. Along with his companions Barda and Jasmine, Lief must face devious enemies and dangerous beasts to oust the Shadow Lord and return peace to Deltora.",animation  adventure  family,two-thousands,0.6585365853658535,0.57344401227877,animation  adventure  family two-thousands,0,Animation & Drama
Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,"Animation, Action, Adventure",7.0,534.0,2004.0,89 min,Nobita find a Place for abandoned Cats and Dogs to live in 3 million year ago. He and his Friends go to the Kingdom of Cats and Dogs again after a Thousand Years.,animation  action  adventure,two-thousands,0.646341463414634,0.7898174330590532,animation  action  adventure two-thousands,4,Animation & Action
Yona of the Dawn OVA,"Animation, Action, Comedy",8.2,571.0,2015.0,,"Princess Yona and her companions, including the four legendary dragons, continue traveling. Adventures await, as well as shocking discoveries about each others' pasts.",animation  action  comedy,twenty-tens,0.7926829268292681,0.8122884765421821,animation  action  comedy twenty-tens,3,Animation & Comedy
Doraemon: Nobita and the Wind Wizard,"Animation, Adventure, Comedy",7.0,768.0,2003.0,84 min,A boy befriends a wind-child and goes on an adventure to a land of wind wizards.,animation  adventure  comedy,two-thousands,0.646341463414634,0.9117370567524037,animation  adventure  comedy two-thousands,0,Animation & Drama
Adachi to Shimamura,"Animation, Drama, Romance",7.1,649.0,2020.0,24 min,"Adachi and Shimamura become friends, but soon new feelings blossom. They travel the sea of emotions as they learn each other's feelings.",animation  drama  romance,recent,0.6585365853658535,0.8552442539647543,animation  drama  romance recent,0,Animation & Drama
Perman,"Animation, Action, Adventure",7.9,675.0,1983.0,15 min,"A clumsy boy, Mitsuo is chosen as apprentice to a powerful superhero.",animation  action  adventure,classic,0.7560975609756097,0.868423568604333,animation  action  adventure classic,9,Animation & Adventure
Sleeping Beauty,"Animation, Family, Fantasy",5.9,250.0,1995.0,48 min,"When the King and Queen forget to invite fairy Odelia to their daughter's Christening feast, the wicked fairy takes revenge by vowing that the Princess will prick her finger and die on her sixteenth birthday.",animation  family  fantasy,nineties,0.5121951219512194,0.535505706061103,animation  family  fantasy nineties,0,Animation & Drama
Astro Boy,"Animation, Action, Adventure",6.9,554.0,2003.0,30 min,"Starring Astro, Japan's first Superhero and a modern folk hero- an anime adaption for the new century based on the seminal manga 'Astro Boy' by the 'God of Manga' Osamu Tezuka.",animation  action  adventure,two-thousands,0.6341463414634145,0.8021501731480467,animation  action  adventure two-thousands,4,Animation & Action
Initial D: Final Stage,"Animation, Action, Sport",8.4,713.0,2014.0,27 min,"After defeating every racing team, everything comes down to one last race. Will Project D succeed in the final and most difficult race of Initial D. And what is going to be the future of Project D after this final race.",animation  action  sport,twenty-tens,0.8170731707317073,0.8868009809754189,animation  action  sport twenty-tens,0,Animation & Drama
Charger Girl Ju-den Chan,"Animation, Action, Comedy",6.5,145.0,2009.0,24 min,Plug is a Charger Girl from a parallel dimension. Her job is to find people on Earth that are depressed and charge them up to restore their energy.,animation  action  comedy,two-thousands,0.5853658536585364,0.35342938644621863,animation  action  comedy two-thousands,4,Animation & Action
Naruto x UT,"Animation, Short, Action",6.1,136.0,2011.0,6 min,"Naruto x UT is the eighth Naruto OVA. Approximately 200,000 copies of this OVA were distributed by Uniqlo to promote a line of Naruto-themed shirts designed by Masashi Kishimoto in conjunction with Studio Pierrot. It shows the aftermath between a fight between Naruto and Sasuke and shows clips of their times together and the story so far.",animation  short  action,twenty-tens,0.5365853658536583,0.3320492789022719,animation  short  action twenty-tens,0,Animation & Drama
Omamori Himari,"Animation, Adventure, Comedy",6.3,285.0,2010.0,22 min,"Seven years ago, Yuto Amakawa 's parents died in a car accident, leaving him alone without a single relative, the only item left of his family being a strange and mysterious amulet given to him by his late grandmother. Ever since then, his childhood friend Rinko Kuzaki has cooked for and taken care of him. His life takes a drastic turn on his 16th birthday when he meets Himari, a cat demon samurai girl. Himari reveals to him that some of his ancestors were part of the twelve Demon Slayer families that have been slaying demons since the feudal era. She has sworn an oath to protect Yuto from the demons that are out to kill him, but Yuto's allergy to cats makes it somewhat difficult to deal with.",animation  adventure  comedy,twenty-tens,0.5609756097560974,0.5793706112184611,animation  adventure  comedy twenty-tens,3,Animation & Comedy
Blue Dragon,"Animation, Action, Adventure",6.3,390.0,2007.0,,"Shu and his fellow shadow wielders are determined to seek help at Jibral castle. When they are finally granted an audience with the king, Zola requests permission to view the all-important Book of the Beginning. But during an attack by Gran Kingdom, seven key pages of the book are stolen, and the group decides to set off on a dangerous journey to Gran Kingdom itself!",animation  action  adventure,two-thousands,0.5609756097560974,0.6844523121782767,animation  action  adventure two-thousands,4,Animation & Action
